3/19/2019,Fairleigh Dickinson,Prairie View A&M,"W, 82-76"
3/19/2019,Belmont,Temple,"W, 81-70"
3/20/2019,North Dakota St.,North Carolina Centr,"W, 78-74"
3/20/2019,Arizona St.,St. John's,"W, 74-65"
3/21/2019,Kentucky,Abilene Christian,"W, 79-44"
3/21/2019,Baylor,Syracuse,"W, 78-69"
3/21/2019,Maryland,Belmont,"W, 79-77"
3/21/2019,Michigan St.,Bradley,"W, 76-65"
3/21/2019,Gonzaga,Fairleigh Dickinson,"W, 87-49"
3/21/2019,Florida,Nevada,"W, 70-61"
3/21/2019,Minnesota,Louisville,"W, 86-76"
3/21/2019,Michigan,Montana,"W, 74-55"
3/21/2019,Murray St.,Marquette,"W, 83-64"
3/21/2019,Auburn,New Mexico St.,"W, 78-77"
3/21/2019,Kansas,Northeastern,"W, 87-53"
3/21/2019,Purdue,Old Dominion,"W, 61-48"
3/21/2019,Villanova,Saint Mary's,"W, 61-57"
3/21/2019,Wofford,Seton Hall,"W, 84-68"
3/21/2019,Florida St.,Vermont,"W, 76-69"
3/21/2019,LSU,Yale,"W, 79-74"
3/22/2019,Buffalo,Arizona St.,"W, 91-74"
3/22/2019,Tennessee,Colgate,"W, 77-70"
3/22/2019,Virginia,Gardner Webb,"W, 71-56"
3/22/2019,Houston,Georgia St.,"W, 84-55"
3/22/2019,North Carolina,Iona,"W, 88-73"
3/22/2019,Iowa,Cincinnati,"W, 79-72"
3/22/2019,Liberty,Mississippi St.,"W, 80-76"
3/22/2019,Duke,North Dakota St.,"W, 85-62"
3/22/2019,Texas Tech,Northern Kentucky,"W, 72-57"
3/22/2019,Ohio St.,Iowa St.,"W, 62-59"
3/22/2019,Oklahoma,Mississippi,"W, 95-72"
3/22/2019,Oregon,Wisconsin,"W, 72-54"
3/22/2019,Virginia Tech,Saint Louis,"W, 66-52"
3/22/2019,UC Irvine,Kansas St.,"W, 70-64"
3/22/2019,UCF,VCU,"W, 73-58"
3/22/2019,Washington,Utah St.,"W, 78-61"
3/23/2019,Auburn,Kansas,"W, 89-75"
3/23/2019,Gonzaga,Baylor,"W, 83-71"
3/23/2019,Michigan,Florida,"W, 64-49"
3/23/2019,LSU,Maryland,"W, 69-67"
3/23/2019,Michigan St.,Minnesota,"W, 70-50"
3/23/2019,Florida St.,Murray St.,"W, 90-62"
3/23/2019,Purdue,Villanova,"W, 87-61"
3/23/2019,Kentucky,Wofford,"W, 62-56"
3/24/2019,Texas Tech,Buffalo,"W, 78-58"
3/24/2019,Tennessee,Iowa,"W, 83-77"
3/24/2019,Virginia Tech,Liberty,"W, 67-58"
3/24/2019,Houston,Ohio St.,"W, 74-59"
3/24/2019,Virginia,Oklahoma,"W, 63-51"
3/24/2019,Oregon,UC Irvine,"W, 73-54"
3/24/2019,Duke,UCF,"W, 77-76"
3/24/2019,North Carolina,Washington,"W, 81-59"
3/28/2019,Gonzaga,Florida St.,"W, 72-58"
3/28/2019,Virginia,Oregon,"W, 53-49"
3/28/2019,Purdue,Tennessee,"W, 99-94"
3/28/2019,Texas Tech,Michigan,"W, 63-44"
3/29/2019,Auburn,North Carolina,"W, 97-80"
3/29/2019,Kentucky,Houston,"W, 62-58"
3/29/2019,Michigan St.,LSU,"W, 80-63"
3/29/2019,Duke,Virginia Tech,"W, 75-73"
3/30/2019,Virginia,Purdue,"W, 80-75"
3/30/2019,Texas Tech,Gonzaga,"W, 75-69"
3/31/2019,Auburn,Kentucky,"W, 77-71"
3/31/2019,Michigan St.,Duke,"W, 68-67"
4/6/2019,Virginia,Auburn,"W, 63-62"
4/6/2019,Texas Tech,Michigan St.,"W, 61-51"
4/8/2019,Virginia,Texas Tech,"W, 85-77"
